property_type,price_aprox_usd,surface_total_in_m2,surface_covered_in_m2,state,lat,lon
apartment,20626.75,47.0,47.0,Distrito Federal,19.3481352,-99.0802278
house,950000.0,500.0,220.0,Quintana Roo,21.158964,-86.845937
apartment,292229.0,2397.0,331.0,Quintana Roo,21.1108092328,-86.854012236
apartment,110667.85,0.0,170.0,Quintana Roo,21.129547,-86.817017
house,437401.51,325.0,350.0,Distrito Federal,19.278061,-99.146996
house,1710000.0,465.0,394.0,Quintana Roo,21.1347621,-86.7461357
house,1475571.38,40000.0,660.0,Distrito Federal,19.267261,-99.146568
house,690000.0,382.0,350.0,Quintana Roo,21.1126908709,-86.7653115839
house,65873.72,170.0,221.0,Quintana Roo,21.1758219963,-86.8605192751
apartment,1800000.0,0.0,363.0,Distrito Federal,19.4278087,-99.1871851
apartment,295114.27,0.0,109.0,Distrito Federal,19.41498,-99.177444
apartment,202891.06,0.0,95.0,Distrito Federal,19.3628631,-99.1739857
house,1211789.12,1080.0,1060.0,Distrito Federal,19.355921,-99.180214
apartment,302407.81,1118.0,1118.0,Distrito Federal,19.3689778408,-99.1685736179
apartment,283425.64,114.0,114.0,Distrito Federal,19.381729,-99.164986
apartment,850000.0,0.0,250.0,Distrito Federal,19.429852,-99.181946
apartment,2850000.0,0.0,816.0,Distrito Federal,19.420166,-99.220367
apartment,811800.0,0.0,283.0,Quintana Roo,21.129547,-86.817017
apartment,7823.94,49.0,49.0,Distrito Federal,19.2878066,-99.0522925
house,650000.0,400.0,383.0,Quintana Roo,20.6135651992,-87.0893418789
house,79029.72,250.0,250.0,Quintana Roo,21.129547,-86.817017
house,1300000.0,2400.0,300.0,Quintana Roo,20.8482492,-86.876106
house,1475221.54,1496.0,800.0,Quintana Roo,21.161908,-86.8515279
apartment,293600.0,99.0,99.0,Quintana Roo,20.6295586,-87.0738851
house,26343.24,193.0,116.0,Distrito Federal,19.2572314,-99.1029664
apartment,51632.75,0.0,61.0,Distrito Federal,19.3200381,-99.082512
apartment,148558.41,0.0,60.0,Distrito Federal,19.3736979,-99.1933122
apartment,250320.14,180.0,1.0,Quintana Roo,21.149204,-86.833328
house,1101408.64,760.0,682.0,Distrito Federal,19.390415,-99.254997
house,260798.09,332.0,280.0,Distrito Federal,19.3189618,-99.2266013
apartment,34254.33,0.0,0.0,Distrito Federal,19.441147,-99.16983
apartment,48829.92,0.0,70.0,Quintana Roo,20.6542296048,-87.0873355865
house,179176.52,4200.0,200.0,Quintana Roo,21.145283,-86.822662
apartment,42159.18,59.0,59.0,Distrito Federal,19.4558491807,-99.2046815157
apartment,280000.0,0.0,0.0,Quintana Roo,20.626583,-87.078659
apartment,86689.81,65.0,65.0,Distrito Federal,19.3865940087,-99.1936147213
apartment,380000.0,166.0,166.0,Quintana Roo,21.0250671811,-86.8110895104
house,727073.47,252.0,445.0,Distrito Federal,19.3235137,-99.2316619
apartment,262440.91,0.0,100.0,Distrito Federal,19.2963762,-99.1781383
apartment,34831.03,0.0,54.0,Distrito Federal,19.342083,-99.0532159
apartment,115937.75,0.0,60.0,Distrito Federal,19.4327514,-99.1517197
house,158059.45,328.0,207.0,Quintana Roo,20.6248067308,-87.088137567
house,471655.85,988.0,621.0,Quintana Roo,21.082655,-86.857162
apartment,28984.43,64.0,64.0,Quintana Roo,21.158964,-86.845937
house,94858.16,136.0,200.0,Quintana Roo,21.1340628,-86.8526161
apartment,63238.77,88.0,88.0,Distrito Federal,19.516777,-99.160149
store,315000.0,300.0,136.0,Quintana Roo,20.8493562787,-86.8756813999
apartment,316193.86,0.0,120.0,Distrito Federal,19.4195256,-99.162549
apartment,110825.95,0.0,65.0,Distrito Federal,19.3794059,-99.1591446
apartment,79029.72,91.0,91.0,Distrito Federal,19.4503249,-99.1351802
apartment,189382.2,0.0,146.0,Quintana Roo,21.145283,-86.822662
house,168636.73,182.0,261.0,Distrito Federal,19.3028822,-99.1366219
house,806294.36,355.0,348.0,Distrito Federal,19.3214747362,-99.2309335247
apartment,313558.92,0.0,137.0,Distrito Federal,19.3302564,-99.2575527
apartment,240250.36,115.0,115.0,Distrito Federal,19.4024797,-99.1565217
house,142287.24,160.0,178.0,Quintana Roo,21.1773905,-86.8179817
apartment,82138.73,0.0,63.0,Distrito Federal,19.2990233,-99.0436467
house,152827.03,406.0,461.0,Distrito Federal,19.2992988,-99.150598
house,274034.68,420.0,301.0,Quintana Roo,21.139086,-86.84964
house,100075.35,110.0,155.0,Quintana Roo,21.129547,-86.817017
apartment,339908.4,0.0,111.0,Distrito Federal,19.3753973563,-99.1734831344
apartment,163366.83,0.0,80.0,Distrito Federal,19.3499358,-99.2906864
apartment,319830.09,0.0,125.0,Distrito Federal,19.392978,-99.1760298
apartment,183919.43,132.0,125.0,Distrito Federal,19.3737616972,-99.1773503087
house,79029.72,98.0,120.0,Zacatecas,23.634501,-102.552788
apartment,230000.0,0.0,75.0,Quintana Roo,21.1295466,-86.8170132
apartment,78784.97,0.0,0.0,Distrito Federal,19.3612250211,-99.1916245222
apartment,160000.0,88.0,88.0,Quintana Roo,20.626583,-87.078659
store,209165.34,220.0,0.0,Quintana Roo,20.6329489078,-87.0749400953
house,121207.64,160.0,170.0,Quintana Roo,21.140728704,-86.8384051323
apartment,563879.06,221.0,221.0,Distrito Federal,19.3928136,-99.1738213
house,199154.9,437.0,181.0,Quintana Roo,20.676314354,-87.0433473587
apartment,24768.51,60.0,60.0,Distrito Federal,19.3703924,-99.1249413
apartment,519594.1,285.0,285.0,Distrito Federal,19.392937,-99.263313
apartment,64661.64,0.0,0.0,Distrito Federal,19.2875593,-99.1486122
apartment,155288.07,0.0,74.0,Distrito Federal,19.39365,-99.14769
apartment,265539.87,0.0,0.0,Distrito Federal,19.4432263,-99.2028656
house,1800000.0,820.0,1360.0,Distrito Federal,19.3931419,-99.2597205
apartment,463641.05,0.0,220.0,Distrito Federal,19.390415,-99.254997
house,281482.76,450.0,565.0,Quintana Roo,21.166525,-86.821495
apartment,277038.52,0.0,203.0,Quintana Roo,21.158964,-86.845937
apartment,94858.16,62.0,62.0,Distrito Federal,19.3847719,-99.1664667
apartment,326733.66,133.0,133.0,Distrito Federal,19.3036292,-99.2239303
apartment,26349.48,43.0,43.0,Distrito Federal,19.4292489747,-99.0636818111
apartment,121178.91,70.0,70.0,Distrito Federal,19.3845952529,-99.1984791771
house,420000.0,263.0,268.0,Quintana Roo,20.613375,-87.089897
apartment,1700000.0,424.0,414.0,Distrito Federal,19.392937,-99.263313
apartment,3950000.0,0.0,1300.0,Distrito Federal,19.402315,-99.225042
apartment,500000.0,0.0,340.0,Quintana Roo,21.1652832513,-86.8136816022
apartment,125843.0,0.0,68.0,Quintana Roo,21.129547,-86.817017
house,287209.43,280.0,290.0,Distrito Federal,19.3434226,-99.1359301
store,88534.28,294.0,160.0,Quintana Roo,21.192402,-86.834587
apartment,474178.35,2000.0,260.0,Quintana Roo,21.1400687,-86.8424262
apartment,995000.0,0.0,331.0,Distrito Federal,19.4095028,-99.2272939
house,121178.91,214.0,160.0,Quintana Roo,20.6773181299,-87.0512866974
house,549000.0,415.0,320.0,Solidaridad,20.626583,-87.078659
apartment,43202.91,80.0,80.0,Distrito Federal,19.487856,-99.0909786
apartment,137017.34,0.0,154.0,Quintana Roo,21.1983978,-86.826621
apartment,700000.0,0.0,236.0,Quintana Roo,21.0979898233,-86.7645008595
apartment,22912.19,13.0,51.0,Distrito Federal,19.342083,-99.0532159
apartment,158096.93,230.0,230.0,Quintana Roo,21.1902642,-86.8198375
apartment,51381.5,0.0,75.0,Distrito Federal,19.4302678,-99.1373136
apartment,168596.74,0.0,78.0,Distrito Federal,19.3499358,-99.2906864
apartment,720000.0,160.0,160.0,Distrito Federal,19.2464696,-99.1013498
apartment,436000.0,120.0,83.0,Quintana Roo,20.6345714787,-87.0665431023
apartment,194000.0,62.0,59.0,Quintana Roo,20.6323624968,-87.0735168534
apartment,105397.95,72.0,72.0,Distrito Federal,19.3776513,-99.1284592
apartment,360000.0,250.0,250.0,Quintana Roo,21.203037,-86.806343
apartment,310923.97,0.0,309.0,Quintana Roo,21.158964,-86.845937
apartment,35185.34,72.0,72.0,Distrito Federal,19.442791,-99.124128
house,2600000.0,738.0,800.0,Distrito Federal,19.368239479,-99.2512178421
apartment,530000.0,0.0,250.0,Quintana Roo,21.1321482,-86.8601348
house,46902.09,110.0,135.0,Quintana Roo,21.1358569342,-86.8371164917
apartment,47499.69,0.0,69.0,Quintana Roo,20.6539886626,-87.087635994
house,150192.08,330.0,190.0,Distrito Federal,19.2606652672,-99.0232535452
apartment,156750.0,80.0,77.0,Quintana Roo,20.6238429,-87.0846239
house,202673.0,200.0,153.0,Quintana Roo,20.913662272,-86.8744432926
apartment,420000.0,145.0,145.0,Distrito Federal,19.420166,-99.220367
apartment,337273.46,110.0,110.0,Distrito Federal,19.3445052,-99.2738167
apartment,289844.37,156.0,156.0,Distrito Federal,19.3631419,-99.2880597
house,65873.72,159.0,187.0,Quintana Roo,21.137991,-86.870964
apartment,135027.0,0.0,75.0,Quintana Roo,21.129547,-86.817017
apartment,215000.0,65.0,65.0,Solidaridad,21.134224,-86.827522
apartment,3000000.0,749.0,482.0,Quintana Roo,21.1470186868,-86.7890967686
house,135057.59,160.0,180.0,Quintana Roo,21.111965,-86.852333
house,763954.01,360.0,380.0,Distrito Federal,19.3412635,-99.2585662
house,3500000.0,1265.0,1500.0,Distrito Federal,19.420166,-99.220367
apartment,89482.86,65.0,65.0,Quintana Roo,20.6194371076,-87.0861808956
apartment,44794.13,0.0,0.0,Distrito Federal,19.3850289,-99.1944048
apartment,450000.0,0.0,223.0,Quintana Roo,21.0906563,-86.7717484
apartment,600000.0,0.0,215.0,Quintana Roo,21.1348471,-86.8720579
house,579688.75,750.0,690.0,Quintana Roo,21.1521359683,-86.8196618557
apartment,526812.37,190.0,178.0,Distrito Federal,19.347138,-99.2561697
house,69562.65,91.0,89.0,Distrito Federal,19.3566903,-99.2304104
apartment,117735.94,0.0,62.0,Distrito Federal,19.4306069,-99.0949899
apartment,359000.0,145.0,115.0,Quintana Roo,20.6353700424,-87.0614790916
apartment,1500000.0,0.0,450.0,Distrito Federal,19.3843018,-99.2656696
apartment,420000.0,115.0,115.0,Quintana Roo,20.6312103676,-87.0664519072
apartment,432342.41,0.0,198.0,Distrito Federal,19.3815495,-99.1694434
apartment,152827.03,0.0,170.0,Distrito Federal,19.2790911,-99.2114234
apartment,563615.57,300.0,220.0,Distrito Federal,19.3594791,-99.2707271
apartment,450000.0,177.0,177.0,Quintana Roo,20.6596822,-87.0555566
apartment,295114.27,0.0,220.0,Distrito Federal,19.4149803,-99.1774462
house,150156.47,206.0,240.0,Distrito Federal,19.2765113,-99.1900871
apartment,19581.61,44.0,44.0,Distrito Federal,19.301659,-99.041011
apartment,21074.59,43.0,43.0,Distrito Federal,19.3245518,-99.0419068
house,131220.45,122.0,196.0,Quintana Roo,21.082655,-86.857162
house,2187007.59,1508.0,1106.0,Distrito Federal,19.331967025,-99.2575089633
apartment,52574.87,83.0,83.0,Distrito Federal,19.342083,-99.0532159
house,187037.01,270.0,270.0,Quintana Roo,21.129547,-86.817017
house,430000.0,488.0,245.0,Quintana Roo,20.613375,-87.089897
store,115937.75,67.0,67.0,Distrito Federal,19.3143023856,-99.2424845695
apartment,147522.15,217.0,217.0,Distrito Federal,19.5290566,-99.1359301
apartment,33787.84,0.0,79.0,Distrito Federal,19.4594892,-99.1221422
store,250000.0,0.0,66.0,Quintana Roo,20.6288922117,-87.0702452213
house,395000.0,980.0,340.0,Quintana Roo,21.1014804825,-86.8418882793
apartment,157000.0,0.0,0.0,Solidaridad,20.626583,-87.078659
apartment,455846.16,190.0,190.0,Distrito Federal,19.430456,-99.1889121
apartment,3500000.0,4000.0,1300.0,Quintana Roo,21.161908,-86.8515279
apartment,84318.36,155.0,124.0,Quintana Roo,21.149204,-86.833328
apartment,131189.34,103.0,82.0,Distrito Federal,19.3018442,-99.140989
house,627117.84,330.0,360.0,Distrito Federal,19.353813,-99.163605
house,131716.2,200.0,360.0,Distrito Federal,19.496761,-99.075081
apartment,621788.0,180.0,125.0,Quintana Roo,20.6362984435,-87.065320015
apartment,118572.7,80.0,80.0,Distrito Federal,19.4809432,-99.1274918
apartment,205526.01,125.0,125.0,Distrito Federal,19.3349552,-99.2233579
apartment,288526.9,0.0,190.0,Quintana Roo,21.129547,-86.817017
apartment,168596.74,91.0,91.0,Quintana Roo,21.129547,-86.817017
apartment,29212.28,57.0,57.0,Distrito Federal,19.342083,-99.0532159
house,670000.0,400.0,415.0,Quintana Roo,20.6112630681,-87.0967032015
house,421591.82,573.0,512.0,Distrito Federal,19.5051701,-99.1260113
apartment,168636.73,100.0,100.0,Quintana Roo,20.6766006601,-87.0375967009
apartment,121207.64,0.0,53.0,Distrito Federal,19.382059,-99.2156059
apartment,270000.0,52.0,52.0,Quintana Roo,20.630901,-87.069916
house,250320.14,280.0,270.0,Quintana Roo,21.1138993,-86.8443431
apartment,45584.61,55.0,62.0,Distrito Federal,19.4126915168,-99.1277845949
house,458481.11,478.0,502.0,Quintana Roo,21.158964,-86.845937
apartment,163366.83,0.0,80.0,Distrito Federal,19.3499358,-99.2906864
apartment,1190000.0,0.0,162.0,Distrito Federal,19.4316766,-99.2001362
apartment,650000.0,0.0,0.0,Quintana Roo,21.1043659,-86.7644486
apartment,204054.75,98.0,98.0,Distrito Federal,19.3680133,-99.1621111
apartment,345000.0,90.0,79.0,Quintana Roo,20.6317801803,-87.0696544647
apartment,89588.26,86.0,86.0,Distrito Federal,19.381729,-99.164986
apartment,36880.53,90.0,54.0,Distrito Federal,19.4285813,-99.0609099
apartment,131747.44,100.0,120.0,Distrito Federal,19.5029542,-99.122192
house,51105.88,92.0,90.0,Quintana Roo,20.6647579056,-87.0624379814
house,198891.47,200.0,224.0,Distrito Federal,19.2926091476,-99.1084470754
apartment,360000.0,0.0,125.0,Solidaridad,20.626583,-87.078659
apartment,54166.48,0.0,61.0,Distrito Federal,19.2990233,-99.0436467
apartment,195000.0,0.0,134.0,Quintana Roo,20.65593,-87.05368
apartment,801000.0,178.0,178.0,Distrito Federal,19.4330857,-99.2005645
store,36889.28,220.0,0.0,Quintana Roo,20.648594,-87.059929
house,252955.09,391.0,600.0,Quintana Roo,21.1166104566,-86.8428039551
apartment,999000.0,0.0,282.0,Quintana Roo,21.1674843565,-86.809829235
apartment,549000.0,183.0,183.0,Quintana Roo,21.1120865975,-86.7680883408
apartment,326656.19,144.0,144.0,Distrito Federal,19.3447,-99.212753
apartment,711436.2,0.0,265.0,Distrito Federal,19.390415,-99.254997
house,790000.0,400.0,300.0,Distrito Federal,19.3266422705,-99.2443878653
apartment,447941.31,0.0,140.0,Distrito Federal,19.409369,-99.171906
apartment,102763.0,70.0,70.0,Distrito Federal,19.3934821,-99.137825
apartment,750000.0,360.0,360.0,Distrito Federal,19.3631419,-99.2880597
apartment,17096.76,42.0,42.0,Distrito Federal,19.4468231,-99.1303962
house,147557.13,140.0,300.0,Distrito Federal,19.3158372,-99.2518829
apartment,160909.37,0.0,137.0,Quintana Roo,21.1109415986,-86.8538246176
apartment,386283.5,256.0,234.0,Distrito Federal,19.394073,-99.153915
house,117518.72,170.0,200.0,Distrito Federal,19.3338384077,-99.0586721712
house,220000.0,336.0,157.0,Quintana Roo,21.1935231,-86.8063267
apartment,289000.0,134.0,66.0,Solidaridad,20.626583,-87.078659
house,68508.67,315.0,135.0,Quintana Roo,21.0812325806,-86.8437652336
apartment,450000.0,12000.0,170.0,Quintana Roo,20.8988089122,-86.8531680107
apartment,163328.09,0.0,80.0,Distrito Federal,19.3499358,-99.2906864
house,109587.88,110.0,170.0,Quintana Roo,21.0974827988,-86.8694972992
house,158096.93,217.0,200.0,Distrito Federal,19.2430738,-99.0862727
house,200208.63,140.0,200.0,Quintana Roo,21.158964,-86.845937
house,1600000.0,525.0,450.0,Distrito Federal,19.346523,-99.191292
house,320000.0,0.0,99.0,Solidaridad,20.6313521934,-87.0688196272
house,600000.0,600.0,300.0,Quintana Roo,20.503029,-87.222649
house,110667.85,166.0,219.0,Quintana Roo,21.129547,-86.817017
apartment,50064.02,35.0,0.0,Quintana Roo,20.620501508,-87.0866958797
house,289775.66,350.0,0.0,Distrito Federal,19.464928,-99.180214
apartment,189671.34,0.0,110.0,Quintana Roo,21.129547,-86.817017
house,447941.31,323.0,574.0,Distrito Federal,19.4729125,-99.1232228
apartment,238710.0,104.0,104.0,Quintana Roo,20.3854202485,-87.3351425617
house,890085.74,600.0,700.0,Distrito Federal,19.390415,-99.254997
house,56387.9,40.0,78.0,Distrito Federal,19.3882538227,-99.2046627402
house,850000.0,1890.0,875.0,Distrito Federal,19.401079,-99.24807
house,392000.0,500.0,327.0,Quintana Roo,20.664374,-87.0675919
house,447941.31,208.0,334.0,Distrito Federal,19.39365,-99.14769
apartment,229240.55,166.0,166.0,Distrito Federal,19.3810000272,-99.2948520184
house,194617.32,124.0,175.0,Distrito Federal,19.3794059,-99.1591446
apartment,140056.47,0.0,83.0,Distrito Federal,19.341894,-99.224525
apartment,171113.58,0.0,96.0,Distrito Federal,19.341894,-99.224525
house,181811.47,180.0,217.0,Quintana Roo,21.139086,-86.84964
apartment,520000.0,209.0,209.0,Distrito Federal,19.4340199,-99.1956012
apartment,922232.11,189.0,189.0,Distrito Federal,19.432566,-99.1926314
house,77678.29,540.0,350.0,Distrito Federal,19.4109376,-99.0826336
house,990000.0,0.0,700.0,Quintana Roo,21.1347621,-86.7461357
house,850000.0,470.0,450.0,Quintana Roo,21.1123668405,-86.7631530762
apartment,150192.08,107.0,107.0,Quintana Roo,21.1457352,-86.8220527
house,216525.2,300.0,340.0,Quintana Roo,21.145512,-86.833321
house,189716.32,312.0,300.0,Quintana Roo,20.6483582,-87.0588966
house,1475571.38,4000.0,552.0,Distrito Federal,19.267261,-99.146568
apartment,168636.73,90.0,90.0,Distrito Federal,19.3701781,-99.1893281
house,2250000.0,755.0,1400.0,Distrito Federal,19.401079,-99.24807
apartment,1185015.0,0.0,252.0,Distrito Federal,19.3655578,-99.1801033
apartment,160050.0,80.0,77.0,Quintana Roo,20.6238429,-87.0846239
house,134382.39,0.0,0.0,Quintana Roo,21.180864,-86.85466
house,105397.95,122.0,165.0,Distrito Federal,19.310879,-99.138695
apartment,213216.9,100.0,100.0,Distrito Federal,19.4032833,-99.1821858
apartment,316193.86,0.0,144.0,Distrito Federal,19.392937,-99.263313
apartment,130988.58,98.0,98.0,Distrito Federal,19.2790911,-99.2114234
apartment,340000.0,0.0,173.0,Quintana Roo,21.129547,-86.817017
house,167582.75,300.0,280.0,Quintana Roo,21.1722334,-86.8256945
apartment,240000.0,0.0,0.0,Quintana Roo,20.626583,-87.078659
apartment,211008.55,134.0,134.0,Quintana Roo,21.129547,-86.817017
apartment,447941.31,242.0,220.0,Distrito Federal,19.381729,-99.164986
house,242357.82,282.0,297.0,Quintana Roo,21.129547,-86.817017
apartment,179176.52,85.0,85.0,Distrito Federal,19.3320226,-99.2446842
apartment,1900000.0,0.0,740.0,Distrito Federal,19.3631419,-99.2880597
apartment,34246.21,39.0,59.0,Distrito Federal,19.524143,-99.160149
apartment,276000.0,0.0,90.0,Quintana Roo,20.626583,-87.078659
house,147557.13,360.0,360.0,Quintana Roo,21.1321847,-86.8630984
apartment,399133.83,0.0,203.0,Quintana Roo,21.1903799,-86.8190064
apartment,410954.57,0.0,225.0,Distrito Federal,19.4101579796,-99.1711270809
house,2500000.0,650.0,750.0,Quintana Roo,21.166843,-86.812592
apartment,1100000.0,176.0,176.0,Distrito Federal,19.4332386,-99.1933503
apartment,151296.98,135.0,54.0,Distrito Federal,19.3638234,-99.1444714
house,210745.93,68.0,200.0,Distrito Federal,19.318989,-99.094437
store,375849.11,42.0,710.0,Distrito Federal,19.418058,-99.131088
apartment,455000.0,245.0,245.0,Quintana Roo,20.3827686962,-87.335145851
house,111721.83,162.0,130.0,Distrito Federal,19.3453464837,-99.276464805
apartment,81683.41,40.0,40.0,Distrito Federal,19.365597,-99.236298
apartment,38206.75,68.0,68.0,Distrito Federal,19.4306069,-99.0949899
apartment,440000.0,0.0,124.0,Quintana Roo,20.626583,-87.078659
apartment,447941.31,140.0,140.0,Quintana Roo,18.5001889,-88.296146
house,155688.55,180.0,182.0,Quintana Roo,20.626583,-87.078659
house,3250000.0,1250.0,477.0,Quintana Roo,20.8482492,-86.876106
house,449000.0,283.0,282.0,Quintana Roo,20.613375,-87.089897
house,226551.88,293.0,340.0,Quintana Roo,21.11104569,-86.8431043625
apartment,43176.57,92.0,63.0,Distrito Federal,19.308076,-99.167762
apartment,55847.67,0.0,0.0,Distrito Federal,19.4655149244,-99.1627183557
apartment,480000.0,223.0,0.0,Quintana Roo,20.4310062,-86.9080654
apartment,165435.55,100.0,100.0,Distrito Federal,19.3605334,-99.2267067
house,226551.88,164.0,283.0,Quintana Roo,21.161908,-86.8515279
apartment,360000.0,216.0,216.0,Quintana Roo,21.1695253521,-86.8185997009
apartment,181811.47,0.0,87.0,Distrito Federal,19.400249,-99.177444
house,326733.66,450.0,200.0,Distrito Federal,19.3989861655,-99.1061210632
apartment,350000.0,200.0,1802.0,Quintana Roo,21.0920919944,-86.7700412137
